date,Temp.,Humid.,Light,CO2
2015-02-02 22:17:00,20.74,22.55,0.0,459.5
2015-02-02 22:18:00,20.72,22.55,0.0,460.5
2015-02-02 22:19:00,20.76,22.57,0.0,465.33
2015-02-02 22:20:00,20.72,22.5,0.0,465.0
2015-02-02 22:21:00,20.72,22.5,0.0,459.0
2015-02-02 22:21:59,20.77,22.5,0.0,463.0
2015-02-02 22:23:00,20.74,22.5,0.0,460.75
2015-02-02 22:24:00,20.7,22.5,0.0,461.5
2015-02-02 22:25:00,20.7,22.5,0.0,466.0
2015-02-02 22:25:59,20.77,22.5,0.0,460.25
2015-02-02 22:27:00,20.72,22.52,0.0,457.4
2015-02-02 22:27:59,20.7,22.5,0.0,464.6
2015-02-02 22:28:59,20.73,22.5,0.0,464.33
2015-02-02 22:30:00,20.7,22.5,0.0,459.33
2015-02-02 22:31:00,20.7,22.5,0.0,459.75
2015-02-02 22:32:00,20.72,22.5,0.0,459.25
2015-02-02 22:33:00,20.7,22.5,0.0,463.0
2015-02-02 22:34:00,20.72,22.44,0.0,461.5
2015-02-02 22:34:59,20.7,22.5,0.0,454.5
2015-02-02 22:36:00,20.7,22.5,0.0,458.33
2015-02-02 22:37:00,20.72,22.5,0.0,463.0
2015-02-02 22:38:00,20.7,22.5,0.0,463.75
2015-02-02 22:38:59,20.7,22.46,0.0,460.6
2015-02-02 22:40:00,20.7,22.5,0.0,455.25
2015-02-02 22:40:59,20.7,22.5,0.0,455.67
2015-02-02 22:41:59,20.7,22.5,0.0,456.25
2015-02-02 22:43:00,20.7,22.43,0.0,459.67
2015-02-02 22:44:00,20.7,22.5,0.0,462.0
2015-02-02 22:45:00,20.72,22.47,0.0,460.25
2015-02-02 22:46:00,20.72,22.43,0.0,462.0
2015-02-02 22:46:59,20.73,22.39,0.0,461.0
2015-02-02 22:47:59,20.7,22.39,0.0,461.67
2015-02-02 22:49:00,20.74,22.39,0.0,460.25
2015-02-02 22:50:00,20.72,22.36,0.0,456.25
2015-02-02 22:51:00,20.74,22.39,0.0,457.5
2015-02-02 22:52:00,20.77,22.37,0.0,455.8
2015-02-02 22:53:00,20.76,22.39,0.0,455.0
2015-02-02 22:53:59,20.77,22.36,0.0,451.25
2015-02-02 22:54:59,20.74,22.39,0.0,453.75
2015-02-02 22:56:00,20.74,22.39,0.0,456.2
2015-02-02 22:57:00,20.73,22.36,0.0,453.67
2015-02-02 22:58:00,20.7,22.34,0.0,452.75
2015-02-02 22:59:00,20.76,22.36,0.0,454.0
2015-02-02 22:59:59,20.74,22.39,0.0,452.5
2015-02-02 23:00:59,20.73,22.39,0.0,456.0
2015-02-02 23:02:00,20.74,22.34,0.0,451.5
2015-02-02 23:03:00,20.7,22.37,0.0,449.8
2015-02-02 23:04:00,20.7,22.36,0.0,449.25
2015-02-02 23:05:00,20.7,22.36,0.0,452.25
2015-02-02 23:06:00,20.72,22.34,0.0,451.25
2015-02-02 23:06:59,20.7,22.34,0.0,453.0
2015-02-02 23:08:00,20.7,22.39,0.0,453.25
2015-02-02 23:09:00,20.7,22.32,0.0,456.67
2015-02-02 23:10:00,20.7,22.29,0.0,455.75
2015-02-02 23:10:59,20.7,22.36,0.0,458.0
2015-02-02 23:12:00,20.7,22.34,0.0,458.75
2015-02-02 23:12:59,20.7,22.29,0.0,455.5
2015-02-02 23:13:59,20.7,22.29,0.0,455.0
2015-02-02 23:15:00,20.7,22.29,0.0,453.33
2015-02-02 23:16:00,20.7,22.33,0.0,454.6
2015-02-02 23:17:00,20.7,22.29,0.0,457.5
2015-02-02 23:18:00,20.7,22.29,0.0,449.67
2015-02-02 23:19:00,20.7,22.29,0.0,452.0
2015-02-02 23:19:59,20.7,22.29,0.0,453.5
2015-02-02 23:21:00,20.7,22.29,0.0,452.0
2015-02-02 23:22:00,20.7,22.29,0.0,450.6
2015-02-02 23:23:00,20.7,22.29,0.0,450.67
2015-02-02 23:23:59,20.7,22.29,0.0,451.0
2015-02-02 23:25:00,20.7,22.29,0.0,454.5
2015-02-02 23:25:59,20.7,22.29,0.0,457.25
2015-02-02 23:26:59,20.7,22.32,0.0,456.0
2015-02-02 23:28:00,20.68,22.29,0.0,456.5
2015-02-02 23:29:00,20.68,22.29,0.0,453.5
2015-02-02 23:30:00,20.7,22.29,0.0,454.25
2015-02-02 23:31:00,20.68,22.22,0.0,454.0
2015-02-02 23:31:59,20.68,22.27,0.0,451.0
2015-02-02 23:32:59,20.67,22.26,0.0,450.25
2015-02-02 23:34:00,20.62,22.22,0.0,449.75
2015-02-02 23:35:00,20.68,22.27,0.0,452.0
2015-02-02 23:36:00,20.65,22.24,0.0,452.5
2015-02-02 23:37:00,20.64,22.24,0.0,454.0
2015-02-02 23:38:00,20.63,22.26,0.0,453.0
2015-02-02 23:38:59,20.7,22.29,0.0,454.0
2015-02-02 23:39:59,20.68,22.27,0.0,450.0
2015-02-02 23:41:00,20.62,22.24,0.0,451.75
2015-02-02 23:42:00,20.68,22.27,0.0,450.25
2015-02-02 23:43:00,20.62,22.22,0.0,445.0
2015-02-02 23:44:00,20.65,22.27,0.0,446.25
2015-02-02 23:44:59,20.67,22.26,0.0,450.67
2015-02-02 23:45:59,20.64,22.24,0.0,453.6
2015-02-02 23:47:00,20.63,22.23,0.0,450.33
2015-02-02 23:48:00,20.65,22.24,0.0,445.5
2015-02-02 23:49:00,20.65,22.24,0.0,443.0
2015-02-02 23:50:00,20.65,22.24,0.0,449.25
2015-02-02 23:51:00,20.63,22.23,0.0,454.67
2015-02-02 23:51:59,20.65,22.24,0.0,449.0
2015-02-02 23:53:00,20.62,22.22,0.0,448.5
2015-02-02 23:54:00,20.6,22.2,0.0,449.6
2015-02-02 23:55:00,20.6,22.2,0.0,454.0
2015-02-02 23:55:59,20.6,22.22,0.0,451.25
2015-02-02 23:57:00,20.6,22.2,0.0,449.33
2015-02-02 23:57:59,20.6,22.2,0.0,446.0
2015-02-02 23:58:59,20.6,22.22,0.0,445.75
2015-02-03 00:00:00,20.6,22.2,0.0,451.5
2015-02-03 00:01:00,20.6,22.2,0.0,455.25
2015-02-03 00:02:00,20.6,22.2,0.0,455.25
2015-02-03 00:03:00,20.63,22.23,0.0,451.67
2015-02-03 00:04:00,20.6,22.2,0.0,451.0
2015-02-03 00:04:59,20.6,22.2,0.0,448.75
2015-02-03 00:06:00,20.6,22.2,0.0,445.75
2015-02-03 00:07:00,20.6,22.2,0.0,444.75
2015-02-03 00:08:00,20.6,22.2,0.0,446.33
2015-02-03 00:08:59,20.6,22.2,0.0,450.0
2015-02-03 00:10:00,20.58,22.22,0.0,446.5
2015-02-03 00:10:59,20.6,22.22,0.0,446.5
2015-02-03 00:11:59,20.58,22.27,0.0,447.75
2015-02-03 00:13:00,20.58,22.25,0.0,449.6
2015-02-03 00:14:00,20.6,22.23,0.0,451.67
2015-02-03 00:15:00,20.6,22.26,0.0,450.0
2015-02-03 00:16:00,20.6,22.2,0.0,449.25
2015-02-03 00:16:59,20.58,22.2,0.0,449.75
2015-02-03 00:17:59,20.55,22.27,0.0,453.75
2015-02-03 00:19:00,20.6,22.2,0.0,453.0
2015-02-03 00:20:00,20.6,22.2,0.0,450.5
2015-02-03 00:21:00,20.57,22.23,0.0,447.0
2015-02-03 00:22:00,20.58,22.27,0.0,443.75
2015-02-03 00:23:00,20.6,22.2,0.0,444.25
2015-02-03 00:23:59,20.6,22.27,0.0,451.5
2015-02-03 00:24:59,20.6,22.22,0.0,448.4
2015-02-03 00:26:00,20.6,22.2,0.0,449.0
2015-02-03 00:27:00,20.6,22.26,0.0,449.33
2015-02-03 00:28:00,20.6,22.2,0.0,446.25
2015-02-03 00:29:00,20.6,22.2,0.0,446.6
2015-02-03 00:29:59,20.6,22.2,0.0,447.67
2015-02-03 00:30:59,20.6,22.2,0.0,447.0
2015-02-03 00:32:00,20.6,22.2,0.0,446.75
2015-02-03 00:33:00,20.6,22.2,0.0,449.33
2015-02-03 00:34:00,20.58,22.2,0.0,451.2
2015-02-03 00:35:00,20.6,22.2,0.0,454.0
2015-02-03 00:36:00,20.6,22.2,0.0,451.0
2015-02-03 00:36:59,20.6,22.2,0.0,450.25
2015-02-03 00:38:00,20.6,22.22,0.0,450.0
2015-02-03 00:39:00,20.6,22.22,0.0,449.0
2015-02-03 00:40:00,20.6,22.2,0.0,446.0
2015-02-03 00:40:59,20.58,22.22,0.0,443.2
2015-02-03 00:42:00,20.57,22.26,0.0,443.33
2015-02-03 00:42:59,20.6,22.2,0.0,448.0
2015-02-03 00:43:59,20.6,22.27,0.0,454.0
2015-02-03 00:45:00,20.6,22.29,0.0,451.5
2015-02-03 00:46:00,20.6,22.29,0.0,451.33
2015-02-03 00:47:00,20.55,22.29,0.0,447.0
2015-02-03 00:48:00,20.55,22.29,0.0,448.5
2015-02-03 00:49:00,20.52,22.22,0.0,450.5
2015-02-03 00:49:59,20.58,22.29,0.0,446.5
2015-02-03 00:51:00,20.6,22.29,0.0,447.33
2015-02-03 00:52:00,20.58,22.29,0.0,453.5
2015-02-03 00:53:00,20.57,22.29,0.0,451.33
2015-02-03 00:53:59,20.58,22.25,0.0,449.4
2015-02-03 00:55:00,20.53,22.26,0.0,453.67
2015-02-03 00:55:59,20.58,22.2,0.0,448.25
2015-02-03 00:56:59,20.58,22.29,0.0,452.0
2015-02-03 00:58:00,20.52,22.27,0.0,452.67
2015-02-03 00:59:00,20.6,22.2,0.0,454.67
2015-02-03 01:00:00,20.6,22.25,0.0,453.2
2015-02-03 01:01:00,20.56,22.29,0.0,447.6
2015-02-03 01:01:59,20.6,22.29,0.0,447.67
2015-02-03 01:02:59,20.55,22.29,0.0,448.0
2015-02-03 01:04:00,20.55,22.29,0.0,451.0
2015-02-03 01:05:00,20.6,22.29,0.0,451.0
2015-02-03 01:06:00,20.52,22.27,0.0,451.0
2015-02-03 01:07:00,20.52,22.29,0.0,449.75
2015-02-03 01:08:00,20.52,22.29,0.0,453.0
2015-02-03 01:08:59,20.5,22.27,0.0,453.5
2015-02-03 01:09:59,20.5,22.29,0.0,452.33
2015-02-03 01:11:00,20.52,22.29,0.0,452.0
2015-02-03 01:12:00,20.6,22.26,0.0,450.67
2015-02-03 01:13:00,20.5,22.2,0.0,449.5
2015-02-03 01:14:00,20.6,22.22,0.0,449.75
2015-02-03 01:14:59,20.56,22.2,0.0,449.0
2015-02-03 01:15:59,20.6,22.2,0.0,451.33
2015-02-03 01:17:00,20.57,22.2,0.0,449.0
2015-02-03 01:18:00,20.57,22.2,0.0,448.0
2015-02-03 01:19:00,20.58,22.2,0.0,443.25
2015-02-03 01:20:00,20.55,22.24,0.0,446.5
2015-02-03 01:21:00,20.6,22.24,0.0,448.75
2015-02-03 01:21:59,20.6,22.22,0.0,451.0
2015-02-03 01:23:00,20.6,22.2,0.0,451.5
2015-02-03 01:24:00,20.57,22.2,0.0,455.0
2015-02-03 01:25:00,20.6,22.2,0.0,451.6
2015-02-03 01:25:59,20.6,22.2,0.0,452.67
2015-02-03 01:27:00,20.6,22.14,0.0,448.2
2015-02-03 01:27:59,20.6,22.12,0.0,445.75
2015-02-03 01:28:59,20.6,22.1,0.0,446.67
2015-02-03 01:30:00,20.6,22.1,0.0,446.33
2015-02-03 01:31:00,20.6,22.12,0.0,444.75
2015-02-03 01:32:00,20.6,22.1,0.0,444.5
2015-02-03 01:33:00,20.58,22.14,0.0,446.0
2015-02-03 01:34:00,20.57,22.13,0.0,443.33
2015-02-03 01:34:59,20.6,22.1,0.0,447.0
2015-02-03 01:36:00,20.57,22.1,0.0,446.0
2015-02-03 01:37:00,20.6,22.15,0.0,445.25
2015-02-03 01:38:00,20.58,22.12,0.0,442.0
2015-02-03 01:38:59,20.58,22.1,0.0,443.0
2015-02-03 01:40:00,20.6,22.1,0.0,443.0
2015-02-03 01:40:59,20.6,22.1,0.0,446.33
2015-02-03 01:41:59,20.6,22.13,0.0,449.0
2015-02-03 01:43:00,20.6,22.12,0.0,445.25
2015-02-03 01:44:00,20.6,22.1,0.0,441.25
2015-02-03 01:45:00,20.58,22.18,0.0,441.75
2015-02-03 01:46:00,20.58,22.18,0.0,441.5
2015-02-03 01:46:59,20.6,22.13,0.0,445.0
2015-02-03 01:47:59,20.58,22.12,0.0,446.0
2015-02-03 01:49:00,20.55,22.2,0.0,442.5
2015-02-03 01:50:00,20.57,22.2,0.0,445.0
2015-02-03 01:51:00,20.52,22.2,0.0,443.5
2015-02-03 01:52:00,20.56,22.2,0.0,443.0
2015-02-03 01:53:00,20.6,22.2,0.0,444.33
2015-02-03 01:53:59,20.53,22.2,0.0,443.67
2015-02-03 01:54:59,20.58,22.2,0.0,443.4
2015-02-03 01:56:00,20.6,22.2,0.0,447.0
2015-02-03 01:57:00,20.6,22.2,0.0,446.25
2015-02-03 01:58:00,20.56,22.2,0.0,445.6
2015-02-03 01:59:00,20.55,22.2,0.0,448.5
2015-02-03 01:59:59,20.6,22.2,0.0,443.67
2015-02-03 02:00:59,20.58,22.2,0.0,444.4
2015-02-03 02:02:00,20.6,22.2,0.0,444.33
2015-02-03 02:03:00,20.58,22.2,0.0,443.5
2015-02-03 02:04:00,20.57,22.23,0.0,451.0
2015-02-03 02:05:00,20.58,22.27,0.0,444.5
2015-02-03 02:06:00,20.6,22.22,0.0,443.0
2015-02-03 02:06:59,20.53,22.2,0.0,445.67
2015-02-03 02:08:00,20.56,22.2,0.0,447.8
2015-02-03 02:09:00,20.6,22.2,0.0,445.0
2015-02-03 02:10:00,20.58,22.2,0.0,442.5
2015-02-03 02:10:59,20.52,22.24,0.0,446.75
2015-02-03 02:12:00,20.52,22.27,0.0,442.75
2015-02-03 02:12:59,20.5,22.29,0.0,441.33
2015-02-03 02:13:59,20.52,22.29,0.0,443.75
2015-02-03 02:15:00,20.5,22.29,0.0,441.25
2015-02-03 02:16:00,20.5,22.29,0.0,440.25
2015-02-03 02:17:00,20.5,22.29,0.0,441.5
2015-02-03 02:18:00,20.5,22.29,0.0,439.33
2015-02-03 02:19:00,20.5,22.29,0.0,439.0
2015-02-03 02:19:59,20.5,22.29,0.0,445.33
2015-02-03 02:21:00,20.5,22.29,0.0,443.5
2015-02-03 02:22:00,20.5,22.29,0.0,439.8
2015-02-03 02:23:00,20.5,22.29,0.0,438.25
2015-02-03 02:23:59,20.5,22.29,0.0,443.0
2015-02-03 02:25:00,20.5,22.29,0.0,440.75
2015-02-03 02:25:59,20.5,22.29,0.0,438.2
2015-02-03 02:26:59,20.5,22.29,0.0,441.33
2015-02-03 02:28:00,20.5,22.29,0.0,438.25
2015-02-03 02:29:00,20.5,22.29,0.0,436.5
2015-02-03 02:30:00,20.5,22.29,0.0,439.33
2015-02-03 02:31:00,20.5,22.29,0.0,439.75
2015-02-03 02:31:59,20.5,22.29,0.0,439.75
2015-02-03 02:32:59,20.5,22.29,0.0,441.17
2015-02-03 02:34:00,20.5,22.29,0.0,441.67
2015-02-03 02:35:00,20.5,22.29,0.0,438.5
2015-02-03 02:36:00,20.5,22.29,0.0,439.75
2015-02-03 02:37:00,20.5,22.29,0.0,438.2
2015-02-03 02:38:00,20.5,22.29,0.0,438.67
2015-02-03 02:38:59,20.5,22.32,0.0,442.0
2015-02-03 02:39:59,20.5,22.39,0.0,447.75
2015-02-03 02:41:00,20.5,22.36,0.0,442.33
2015-02-03 02:42:00,20.5,22.36,0.0,442.25
2015-02-03 02:43:00,20.5,22.39,0.0,445.75
2015-02-03 02:44:00,20.5,22.36,0.0,441.5
2015-02-03 02:44:59,20.5,22.39,0.0,437.25
2015-02-03 02:45:59,20.5,22.39,0.0,439.0
2015-02-03 02:47:00,20.5,22.29,0.0,436.5
2015-02-03 02:48:00,20.5,22.32,0.0,432.5
2015-02-03 02:49:00,20.5,22.32,0.0,427.5
2015-02-03 02:50:00,20.5,22.32,0.0,437.5
2015-02-03 02:51:00,20.5,22.36,0.0,436.67
2015-02-03 02:51:59,20.5,22.39,0.0,435.0
2015-02-03 02:53:00,20.5,22.39,0.0,437.0
2015-02-03 02:54:00,20.5,22.39,0.0,438.67
2015-02-03 02:55:00,20.5,22.39,0.0,440.5
2015-02-03 02:55:59,20.5,22.34,0.0,442.75
2015-02-03 02:57:00,20.5,22.37,0.0,438.0
2015-02-03 02:57:59,20.5,22.39,0.0,436.25
2015-02-03 02:58:59,20.46,22.36,0.0,441.33
2015-02-03 03:00:00,20.5,22.39,0.0,441.0
2015-02-03 03:01:00,20.5,22.32,0.0,437.0
2015-02-03 03:02:00,20.5,22.37,0.0,435.2
2015-02-03 03:03:00,20.5,22.36,0.0,433.33
2015-02-03 03:04:00,20.5,22.39,0.0,435.0
2015-02-03 03:04:59,20.5,22.34,0.0,433.8
2015-02-03 03:06:00,20.5,22.39,0.0,435.33
2015-02-03 03:07:00,20.5,22.39,0.0,437.25
2015-02-03 03:08:00,20.5,22.39,0.0,434.4
2015-02-03 03:08:59,20.5,22.39,0.0,431.75
2015-02-03 03:10:00,20.5,22.39,0.0,437.33
2015-02-03 03:10:59,20.5,22.39,0.0,439.67
2015-02-03 03:11:59,20.48,22.37,0.0,435.6
2015-02-03 03:13:00,20.46,22.35,0.0,433.0
2015-02-03 03:14:00,20.48,22.39,0.0,432.6
2015-02-03 03:15:00,20.5,22.39,0.0,435.75
2015-02-03 03:16:00,20.43,22.32,0.0,436.0
2015-02-03 03:16:59,20.5,22.39,0.0,434.5
2015-02-03 03:17:59,20.48,22.39,0.0,435.4
2015-02-03 03:19:00,20.43,22.32,0.0,437.33
2015-02-03 03:20:00,20.42,22.39,0.0,430.75
2015-02-03 03:21:00,20.46,22.41,0.0,439.2
2015-02-03 03:22:00,20.47,22.39,0.0,441.5
2015-02-03 03:23:00,20.46,22.39,0.0,445.67
2015-02-03 03:23:59,20.5,22.39,0.0,443.25
2015-02-03 03:24:59,20.42,22.34,0.0,438.25
2015-02-03 03:26:00,20.46,22.46,0.0,437.0
2015-02-03 03:27:00,20.48,22.48,0.0,429.8
2015-02-03 03:28:00,20.5,22.46,0.0,431.2
2015-02-03 03:29:00,20.5,22.41,0.0,435.8
2015-02-03 03:29:59,20.47,22.39,0.0,435.75
2015-02-03 03:30:59,20.44,22.34,0.0,434.25
2015-02-03 03:32:00,20.5,22.43,0.0,434.6
2015-02-03 03:33:00,20.5,22.39,0.0,434.0
2015-02-03 03:34:00,20.5,22.39,0.0,433.5
2015-02-03 03:35:00,20.5,22.39,0.0,434.67
2015-02-03 03:36:00,20.5,22.39,0.0,437.5
2015-02-03 03:36:59,20.5,22.39,0.0,438.5
2015-02-03 03:38:00,20.5,22.43,0.0,436.67
2015-02-03 03:39:00,20.5,22.44,0.0,431.17
2015-02-03 03:40:00,20.5,22.39,0.0,436.0
2015-02-03 03:40:59,20.47,22.39,0.0,438.25
2015-02-03 03:42:00,20.5,22.46,0.0,439.0
2015-02-03 03:42:59,20.5,22.46,0.0,436.6
2015-02-03 03:43:59,20.5,22.39,0.0,432.67
2015-02-03 03:45:00,20.5,22.39,0.0,433.25
2015-02-03 03:46:00,20.47,22.39,0.0,433.5
2015-02-03 03:47:00,20.47,22.42,0.0,435.75
2015-02-03 03:48:00,20.5,22.5,0.0,436.0
2015-02-03 03:49:00,20.5,22.48,0.0,430.8
2015-02-03 03:49:59,20.43,22.41,0.0,435.4
2015-02-03 03:51:00,20.42,22.34,0.0,433.5
2015-02-03 03:52:00,20.39,22.39,0.0,429.75
2015-02-03 03:53:00,20.39,22.39,0.0,430.0
2015-02-03 03:53:59,20.39,22.39,0.0,433.0
2015-02-03 03:55:00,20.39,22.39,0.0,436.25
2015-02-03 03:55:59,20.39,22.39,0.0,433.5
2015-02-03 03:56:59,20.39,22.5,0.0,434.25
2015-02-03 03:58:00,20.39,22.46,0.0,430.33
2015-02-03 03:59:00,20.39,22.5,0.0,429.6
2015-02-03 04:00:00,20.39,22.5,0.0,433.5
2015-02-03 04:01:00,20.39,22.5,0.0,435.6
2015-02-03 04:01:59,20.39,22.5,0.0,434.67
2015-02-03 04:02:59,20.39,22.5,0.0,432.33
2015-02-03 04:04:00,20.39,22.5,0.0,438.0
2015-02-03 04:05:00,20.39,22.5,0.0,436.5
2015-02-03 04:06:00,20.39,22.5,0.0,440.75
2015-02-03 04:07:00,20.39,22.5,0.0,438.0
2015-02-03 04:08:00,20.39,22.5,0.0,434.75
2015-02-03 04:08:59,20.39,22.5,0.0,434.75
2015-02-03 04:09:59,20.39,22.5,0.0,435.67
2015-02-03 04:11:00,20.39,22.5,0.0,434.0
2015-02-03 04:12:00,20.35,22.5,0.0,429.2
2015-02-03 04:13:00,20.39,22.5,0.0,431.5
2015-02-03 04:14:00,20.39,22.5,0.0,430.0
2015-02-03 04:14:59,20.39,22.5,0.0,434.0
2015-02-03 04:15:59,20.39,22.5,0.0,434.25
2015-02-03 04:17:00,20.39,22.5,0.0,432.4
2015-02-03 04:18:00,20.39,22.46,0.0,434.33
2015-02-03 04:19:00,20.39,22.5,0.0,436.4
2015-02-03 04:20:00,20.39,22.5,0.0,435.75
2015-02-03 04:21:00,20.39,22.5,0.0,435.2
2015-02-03 04:21:59,20.39,22.5,0.0,436.75
2015-02-03 04:23:00,20.39,22.5,0.0,438.25
2015-02-03 04:24:00,20.39,22.5,0.0,438.75
2015-02-03 04:25:00,20.39,22.47,0.0,437.5
2015-02-03 04:25:59,20.39,22.46,0.0,439.33
2015-02-03 04:27:00,20.39,22.5,0.0,437.5
2015-02-03 04:27:59,20.39,22.5,0.0,433.6
2015-02-03 04:28:59,20.39,22.5,0.0,431.33
2015-02-03 04:30:00,20.39,22.5,0.0,434.8
2015-02-03 04:31:00,20.39,22.46,0.0,433.33
2015-02-03 04:32:00,20.39,22.47,0.0,433.8
2015-02-03 04:33:00,20.39,22.5,0.0,436.5
2015-02-03 04:34:00,20.39,22.5,0.0,434.0
2015-02-03 04:34:59,20.39,22.47,0.0,433.75
2015-02-03 04:36:00,20.39,22.44,0.0,435.5
2015-02-03 04:37:00,20.39,22.43,0.0,434.33
2015-02-03 04:38:00,20.39,22.5,0.0,431.75
2015-02-03 04:38:59,20.39,22.5,0.0,431.5
2015-02-03 04:40:00,20.39,22.5,0.0,432.5
2015-02-03 04:40:59,20.39,22.46,0.0,435.4
2015-02-03 04:41:59,20.39,22.5,0.0,436.67
2015-02-03 04:43:00,20.39,22.5,0.0,432.6
2015-02-03 04:44:00,20.39,22.46,0.0,433.0
2015-02-03 04:45:00,20.39,22.44,0.0,431.5
2015-02-03 04:46:00,20.39,22.5,0.0,431.8
2015-02-03 04:46:59,20.39,22.5,0.0,439.67
2015-02-03 04:47:59,20.39,22.5,0.0,436.67
2015-02-03 04:49:00,20.39,22.5,0.0,439.0
2015-02-03 04:50:00,20.39,22.5,0.0,436.25
2015-02-03 04:51:00,20.39,22.5,0.0,435.8
2015-02-03 04:52:00,20.39,22.43,0.0,438.33
2015-02-03 04:53:00,20.39,22.47,0.0,436.0
2015-02-03 04:53:59,20.39,22.5,0.0,433.67
2015-02-03 04:54:59,20.39,22.5,0.0,432.25
2015-02-03 04:56:00,20.39,22.5,0.0,433.5
2015-02-03 04:57:00,20.39,22.5,0.0,436.25
2015-02-03 04:58:00,20.39,22.5,0.0,435.0
2015-02-03 04:59:00,20.39,22.5,0.0,433.75
2015-02-03 04:59:59,20.39,22.5,0.0,440.67
2015-02-03 05:00:59,20.39,22.5,0.0,441.2
2015-02-03 05:02:00,20.39,22.5,0.0,435.25
2015-02-03 05:03:00,20.39,22.5,0.0,437.25
2015-02-03 05:04:00,20.39,22.5,0.0,435.5
2015-02-03 05:05:00,20.39,22.5,0.0,439.75
2015-02-03 05:06:00,20.39,22.5,0.0,438.0
2015-02-03 05:06:59,20.39,22.5,0.0,435.25
2015-02-03 05:08:00,20.39,22.5,0.0,434.2
2015-02-03 05:09:00,20.39,22.5,0.0,435.0
2015-02-03 05:10:00,20.36,22.5,0.0,436.5
2015-02-03 05:10:59,20.39,22.5,0.0,434.0
2015-02-03 05:12:00,20.39,22.5,0.0,435.25
2015-02-03 05:12:59,20.39,22.5,0.0,432.75
2015-02-03 05:13:59,20.39,22.5,0.0,432.0
2015-02-03 05:15:00,20.39,22.5,0.0,432.0
2015-02-03 05:16:00,20.39,22.5,0.0,431.5
2015-02-03 05:17:00,20.39,22.5,0.0,435.0
2015-02-03 05:18:00,20.39,22.5,0.0,437.67
2015-02-03 05:19:00,20.39,22.5,0.0,437.33
2015-02-03 05:19:59,20.36,22.5,0.0,438.0
2015-02-03 05:21:00,20.36,22.5,0.0,434.25
2015-02-03 05:22:00,20.34,22.58,0.0,435.75
2015-02-03 05:23:00,20.32,22.6,0.0,433.25
2015-02-03 05:23:59,20.32,22.6,0.0,434.75
2015-02-03 05:25:00,20.36,22.6,0.0,439.0
2015-02-03 05:25:59,20.34,22.6,0.0,439.25
2015-02-03 05:26:59,20.36,22.58,0.0,438.5
2015-02-03 05:28:00,20.29,22.6,0.0,437.6
2015-02-03 05:29:00,20.29,22.6,0.0,434.5
2015-02-03 05:30:00,20.29,22.6,0.0,435.5
2015-02-03 05:31:00,20.32,22.6,0.0,436.0
2015-02-03 05:31:59,20.29,22.6,0.0,435.2
2015-02-03 05:32:59,20.32,22.6,0.0,433.67
2015-02-03 05:34:00,20.29,22.6,0.0,434.25
2015-02-03 05:35:00,20.29,22.62,0.0,440.5
2015-02-03 05:36:00,20.29,22.63,0.0,440.67
2015-02-03 05:37:00,20.29,22.68,0.0,438.0
2015-02-03 05:38:00,20.29,22.7,0.0,433.8
2015-02-03 05:38:59,20.29,22.7,0.0,435.0
2015-02-03 05:39:59,20.29,22.7,0.0,434.75
2015-02-03 05:41:00,20.29,22.7,0.0,437.33
2015-02-03 05:42:00,20.29,22.7,0.0,439.5
2015-02-03 05:43:00,20.29,22.65,0.0,432.75
2015-02-03 05:44:00,20.29,22.6,0.0,435.0
2015-02-03 05:44:59,20.29,22.7,0.0,436.5
2015-02-03 05:45:59,20.29,22.68,0.0,434.67
2015-02-03 05:47:00,20.29,22.7,0.0,436.0
2015-02-03 05:48:00,20.29,22.7,0.0,441.5
2015-02-03 05:49:00,20.29,22.7,0.0,436.0
2015-02-03 05:50:00,20.29,22.68,0.0,435.75
2015-02-03 05:51:00,20.29,22.65,0.0,431.0
2015-02-03 05:51:59,20.29,22.7,0.0,434.0
2015-02-03 05:53:00,20.29,22.7,0.0,436.0
2015-02-03 05:54:00,20.29,22.7,0.0,436.5
2015-02-03 05:55:00,20.29,22.7,0.0,436.5
2015-02-03 05:55:59,20.29,22.7,0.0,436.25
2015-02-03 05:57:00,20.29,22.7,0.0,437.67
2015-02-03 05:57:59,20.29,22.7,0.0,432.25
2015-02-03 05:58:59,20.29,22.7,0.0,429.33
2015-02-03 06:00:00,20.29,22.7,0.0,432.25
2015-02-03 06:01:00,20.27,22.68,0.0,437.0
2015-02-03 06:02:00,20.26,22.67,0.0,433.33
2015-02-03 06:03:00,20.29,22.7,0.0,427.6
2015-02-03 06:04:00,20.29,22.7,0.0,436.0
2015-02-03 06:04:59,20.29,22.7,0.0,436.33
2015-02-03 06:06:00,20.29,22.7,0.0,435.25
2015-02-03 06:07:00,20.29,22.7,0.0,436.25
2015-02-03 06:08:00,20.29,22.7,0.0,434.25
2015-02-03 06:08:59,20.29,22.72,0.0,436.0
2015-02-03 06:10:00,20.27,22.7,0.0,434.5
2015-02-03 06:10:59,20.26,22.76,0.0,435.67
2015-02-03 06:11:59,20.29,22.7,0.0,433.0
2015-02-03 06:13:00,20.29,22.7,0.0,428.25
2015-02-03 06:14:00,20.29,22.7,0.0,434.2
2015-02-03 06:15:00,20.27,22.68,0.0,437.0
2015-02-03 06:16:00,20.27,22.72,0.0,433.67
2015-02-03 06:16:59,20.29,22.76,0.0,434.0
2015-02-03 06:17:59,20.29,22.77,0.0,439.6
